,verbs,tense,postid
11274,handle,VB,8zaceu
11275,prepare,VB,8zaceu
11276,talk,VBP,8zaceu
11277,lose,VB,8zaceu
11278,prepare,VB,8zaceu
11279,happens,VBZ,8zaceu
11280,learned,VBD,8zb3e4
11281,reflects,VBZ,8zb3e4
11282,having,VBG,8zb3e4
11283,leaned,VBD,8zb3e4
11284,written,VBN,8zb3e4
11285,know,VBP,8zb3e4
11286,stand,VBP,8zb3e4
11287,thought,VBD,8zb3e4
11288,disconnecting,VBG,8zb3e4
11289,seen,VBN,8zb3e4
11290,become,VBN,8zb3e4
11291,happening,VBG,8zb3e4
11292,felt,VBN,8zb3e4
11293,trying,VBG,8zb3e4
11294,undo,VB,8zb3e4
11295,read,VBN,8zb3e4
11296,wondering,VBG,8zb3e4
11297,stood,VBN,8zb3e4
11298,handle,VB,8zb3e4
11299,prepare,VB,8zb3e4
11300,talk,VBP,8zb3e4
11301,lose,VB,8zb3e4
11302,prepare,VB,8zb3e4
11303,happens,VBZ,8zb3e4
11304,learned,VBD,8zbe7e
11305,reflects,VBZ,8zbe7e
11306,having,VBG,8zbe7e
11307,leaned,VBD,8zbe7e
11308,written,VBN,8zbe7e
11309,know,VBP,8zbe7e
11310,stand,VBP,8zbe7e
11311,thought,VBD,8zbe7e
11312,disconnecting,VBG,8zbe7e
11313,seen,VBN,8zbe7e
11314,become,VBN,8zbe7e
11315,happening,VBG,8zbe7e
11316,felt,VBN,8zbe7e
11317,trying,VBG,8zbe7e
11318,undo,VB,8zbe7e
11319,read,VBN,8zbe7e
11320,wondering,VBG,8zbe7e
11321,stood,VBN,8zbe7e
11322,handle,VB,8zbe7e
11323,prepare,VB,8zbe7e
11324,talk,VBP,8zbe7e
11325,lose,VB,8zbe7e
11326,prepare,VB,8zbe7e
11327,happens,VBZ,8zbe7e
11328,learned,VBD,8zctsg
11329,reflects,VBZ,8zctsg
11330,having,VBG,8zctsg
11331,leaned,VBD,8zctsg
11332,written,VBN,8zctsg
11333,know,VBP,8zctsg
11334,stand,VBP,8zctsg
11335,thought,VBD,8zctsg
11336,disconnecting,VBG,8zctsg
11337,seen,VBN,8zctsg
11338,become,VBN,8zctsg
11339,happening,VBG,8zctsg
11340,felt,VBN,8zctsg
11341,trying,VBG,8zctsg
11342,undo,VB,8zctsg
11343,read,VBN,8zctsg
11344,wondering,VBG,8zctsg
11345,stood,VBN,8zctsg
11346,handle,VB,8zctsg
11347,prepare,VB,8zctsg
11348,talk,VBP,8zctsg
11349,lose,VB,8zctsg
11350,prepare,VB,8zctsg
11351,happens,VBZ,8zctsg
11352,learned,VBD,8zd1sl
11353,reflects,VBZ,8zd1sl
11354,having,VBG,8zd1sl
11355,leaned,VBD,8zd1sl
11356,written,VBN,8zd1sl
11357,know,VBP,8zd1sl
11358,stand,VBP,8zd1sl
11359,thought,VBD,8zd1sl
11360,disconnecting,VBG,8zd1sl
11361,seen,VBN,8zd1sl
11362,become,VBN,8zd1sl
11363,happening,VBG,8zd1sl
11364,felt,VBN,8zd1sl
11365,trying,VBG,8zd1sl
11366,undo,VB,8zd1sl
11367,read,VBN,8zd1sl
11368,wondering,VBG,8zd1sl
11369,stood,VBN,8zd1sl
11370,handle,VB,8zd1sl
11371,prepare,VB,8zd1sl
11372,talk,VBP,8zd1sl
11373,lose,VB,8zd1sl
11374,prepare,VB,8zd1sl
11375,happens,VBZ,8zd1sl
11376,learned,VBD,8zeexb
11377,reflects,VBZ,8zeexb
11378,having,VBG,8zeexb
11379,leaned,VBD,8zeexb
11380,written,VBN,8zeexb
11381,know,VBP,8zeexb
11382,stand,VBP,8zeexb
11383,thought,VBD,8zeexb
11384,disconnecting,VBG,8zeexb
11385,seen,VBN,8zeexb
11386,become,VBN,8zeexb
11387,happening,VBG,8zeexb
11388,felt,VBN,8zeexb
11389,trying,VBG,8zeexb
11390,undo,VB,8zeexb
11391,read,VBN,8zeexb
11392,wondering,VBG,8zeexb
11393,stood,VBN,8zeexb
11394,handle,VB,8zeexb
11395,prepare,VB,8zeexb
11396,talk,VBP,8zeexb
11397,lose,VB,8zeexb
11398,prepare,VB,8zeexb
11399,happens,VBZ,8zeexb
11400,learned,VBD,8zf16q
11401,reflects,VBZ,8zf16q
11402,having,VBG,8zf16q
11403,leaned,VBD,8zf16q
11404,written,VBN,8zf16q
11405,know,VBP,8zf16q
11406,stand,VBP,8zf16q
11407,thought,VBD,8zf16q
11408,disconnecting,VBG,8zf16q
11409,seen,VBN,8zf16q
11410,become,VBN,8zf16q
11411,happening,VBG,8zf16q
11412,felt,VBN,8zf16q
11413,trying,VBG,8zf16q
11414,undo,VB,8zf16q
11415,read,VBN,8zf16q
11416,wondering,VBG,8zf16q
11417,stood,VBN,8zf16q
11418,handle,VB,8zf16q
11419,prepare,VB,8zf16q
11420,talk,VBP,8zf16q
11421,lose,VB,8zf16q
11422,prepare,VB,8zf16q
11423,happens,VBZ,8zf16q
11424,learned,VBD,8zgov0
11425,reflects,VBZ,8zgov0
11426,having,VBG,8zgov0
11427,leaned,VBD,8zgov0
11428,written,VBN,8zgov0
11429,know,VBP,8zgov0
11430,stand,VBP,8zgov0
11431,thought,VBD,8zgov0
11432,disconnecting,VBG,8zgov0
11433,seen,VBN,8zgov0
11434,become,VBN,8zgov0
11435,happening,VBG,8zgov0
11436,felt,VBN,8zgov0
11437,trying,VBG,8zgov0
11438,undo,VB,8zgov0
11439,read,VBN,8zgov0
11440,wondering,VBG,8zgov0
11441,stood,VBN,8zgov0
11442,handle,VB,8zgov0
11443,prepare,VB,8zgov0
11444,talk,VBP,8zgov0
11445,lose,VB,8zgov0
11446,prepare,VB,8zgov0
11447,happens,VBZ,8zgov0
11448,learned,VBD,8zgvbx
11449,reflects,VBZ,8zgvbx
11450,having,VBG,8zgvbx
11451,leaned,VBD,8zgvbx
11452,written,VBN,8zgvbx
11453,know,VBP,8zgvbx
11454,stand,VBP,8zgvbx
11455,thought,VBD,8zgvbx
11456,disconnecting,VBG,8zgvbx
11457,seen,VBN,8zgvbx
11458,become,VBN,8zgvbx
11459,happening,VBG,8zgvbx
11460,felt,VBN,8zgvbx
11461,trying,VBG,8zgvbx
11462,undo,VB,8zgvbx
11463,read,VBN,8zgvbx
11464,wondering,VBG,8zgvbx
11465,stood,VBN,8zgvbx
11466,handle,VB,8zgvbx
11467,prepare,VB,8zgvbx
11468,talk,VBP,8zgvbx
11469,lose,VB,8zgvbx
11470,prepare,VB,8zgvbx
11471,happens,VBZ,8zgvbx
11472,learned,VBD,8zgxug
11473,reflects,VBZ,8zgxug
11474,having,VBG,8zgxug
11475,leaned,VBD,8zgxug
11476,written,VBN,8zgxug
11477,know,VBP,8zgxug
11478,stand,VBP,8zgxug
11479,thought,VBD,8zgxug
11480,disconnecting,VBG,8zgxug
11481,seen,VBN,8zgxug
11482,become,VBN,8zgxug
11483,happening,VBG,8zgxug
11484,felt,VBN,8zgxug
11485,trying,VBG,8zgxug
11486,undo,VB,8zgxug
11487,read,VBN,8zgxug
11488,wondering,VBG,8zgxug
11489,stood,VBN,8zgxug
11490,handle,VB,8zgxug
11491,prepare,VB,8zgxug
11492,talk,VBP,8zgxug
11493,lose,VB,8zgxug
11494,prepare,VB,8zgxug
11495,happens,VBZ,8zgxug
11496,learned,VBD,8zhffs
11497,reflects,VBZ,8zhffs
11498,having,VBG,8zhffs
11499,leaned,VBD,8zhffs
11500,written,VBN,8zhffs
11501,know,VBP,8zhffs
11502,stand,VBP,8zhffs
11503,thought,VBD,8zhffs
11504,disconnecting,VBG,8zhffs
11505,seen,VBN,8zhffs
11506,become,VBN,8zhffs
11507,happening,VBG,8zhffs
11508,felt,VBN,8zhffs
11509,trying,VBG,8zhffs
11510,undo,VB,8zhffs
11511,read,VBN,8zhffs
11512,wondering,VBG,8zhffs
11513,stood,VBN,8zhffs
11514,handle,VB,8zhffs
11515,prepare,VB,8zhffs
11516,talk,VBP,8zhffs
11517,lose,VB,8zhffs
11518,prepare,VB,8zhffs
11519,happens,VBZ,8zhffs
11520,learned,VBD,8zhlox
11521,reflects,VBZ,8zhlox
11522,having,VBG,8zhlox
11523,leaned,VBD,8zhlox
11524,written,VBN,8zhlox
11525,know,VBP,8zhlox
11526,stand,VBP,8zhlox
11527,thought,VBD,8zhlox
11528,disconnecting,VBG,8zhlox
11529,seen,VBN,8zhlox
11530,become,VBN,8zhlox
11531,happening,VBG,8zhlox
11532,felt,VBN,8zhlox
11533,trying,VBG,8zhlox
11534,undo,VB,8zhlox
11535,read,VBN,8zhlox
11536,wondering,VBG,8zhlox
11537,stood,VBN,8zhlox
11538,handle,VB,8zhlox
11539,prepare,VB,8zhlox
11540,talk,VBP,8zhlox
11541,lose,VB,8zhlox
11542,prepare,VB,8zhlox
11543,happens,VBZ,8zhlox
11544,learned,VBD,8zhlr2
11545,reflects,VBZ,8zhlr2
11546,having,VBG,8zhlr2
11547,leaned,VBD,8zhlr2
11548,written,VBN,8zhlr2
11549,know,VBP,8zhlr2
11550,stand,VBP,8zhlr2
11551,thought,VBD,8zhlr2
11552,disconnecting,VBG,8zhlr2
11553,seen,VBN,8zhlr2
11554,become,VBN,8zhlr2
11555,happening,VBG,8zhlr2
11556,felt,VBN,8zhlr2
11557,trying,VBG,8zhlr2
11558,undo,VB,8zhlr2
11559,read,VBN,8zhlr2
11560,wondering,VBG,8zhlr2
11561,stood,VBN,8zhlr2
11562,handle,VB,8zhlr2
11563,prepare,VB,8zhlr2
11564,talk,VBP,8zhlr2
11565,lose,VB,8zhlr2
11566,prepare,VB,8zhlr2
11567,happens,VBZ,8zhlr2
11568,learned,VBD,8zi414
11569,reflects,VBZ,8zi414
11570,having,VBG,8zi414
11571,leaned,VBD,8zi414
11572,written,VBN,8zi414
11573,know,VBP,8zi414
11574,stand,VBP,8zi414
11575,thought,VBD,8zi414
11576,disconnecting,VBG,8zi414
11577,seen,VBN,8zi414
11578,become,VBN,8zi414
11579,happening,VBG,8zi414
11580,felt,VBN,8zi414
11581,trying,VBG,8zi414
11582,undo,VB,8zi414
11583,read,VBN,8zi414
11584,wondering,VBG,8zi414
11585,stood,VBN,8zi414
11586,handle,VB,8zi414
11587,prepare,VB,8zi414
11588,talk,VBP,8zi414
11589,lose,VB,8zi414
11590,prepare,VB,8zi414
11591,happens,VBZ,8zi414
11592,learned,VBD,8zi4ia
11593,reflects,VBZ,8zi4ia
11594,having,VBG,8zi4ia
11595,leaned,VBD,8zi4ia
11596,written,VBN,8zi4ia
11597,know,VBP,8zi4ia
11598,stand,VBP,8zi4ia
11599,thought,VBD,8zi4ia
11600,disconnecting,VBG,8zi4ia
11601,seen,VBN,8zi4ia
11602,become,VBN,8zi4ia
11603,happening,VBG,8zi4ia
11604,felt,VBN,8zi4ia
11605,trying,VBG,8zi4ia
11606,undo,VB,8zi4ia
11607,read,VBN,8zi4ia
11608,wondering,VBG,8zi4ia
11609,stood,VBN,8zi4ia
11610,handle,VB,8zi4ia
11611,prepare,VB,8zi4ia
11612,talk,VBP,8zi4ia
11613,lose,VB,8zi4ia
11614,prepare,VB,8zi4ia
11615,happens,VBZ,8zi4ia
11616,learned,VBD,8zi75h
11617,reflects,VBZ,8zi75h
11618,having,VBG,8zi75h
11619,leaned,VBD,8zi75h
11620,written,VBN,8zi75h
11621,know,VBP,8zi75h
11622,stand,VBP,8zi75h
11623,thought,VBD,8zi75h
11624,disconnecting,VBG,8zi75h
11625,seen,VBN,8zi75h
11626,become,VBN,8zi75h
11627,happening,VBG,8zi75h
11628,felt,VBN,8zi75h
11629,trying,VBG,8zi75h
11630,undo,VB,8zi75h
11631,read,VBN,8zi75h
11632,wondering,VBG,8zi75h
11633,stood,VBN,8zi75h
11634,handle,VB,8zi75h
11635,prepare,VB,8zi75h
11636,talk,VBP,8zi75h
11637,lose,VB,8zi75h
11638,prepare,VB,8zi75h
11639,happens,VBZ,8zi75h
11640,learned,VBD,8ziecr
11641,reflects,VBZ,8ziecr
11642,having,VBG,8ziecr
11643,leaned,VBD,8ziecr
11644,written,VBN,8ziecr
11645,know,VBP,8ziecr
11646,stand,VBP,8ziecr
11647,thought,VBD,8ziecr
11648,disconnecting,VBG,8ziecr
11649,seen,VBN,8ziecr
11650,become,VBN,8ziecr
11651,happening,VBG,8ziecr
11652,felt,VBN,8ziecr
11653,trying,VBG,8ziecr
11654,undo,VB,8ziecr
11655,read,VBN,8ziecr
11656,wondering,VBG,8ziecr
11657,stood,VBN,8ziecr
11658,handle,VB,8ziecr
11659,prepare,VB,8ziecr
11660,talk,VBP,8ziecr
11661,lose,VB,8ziecr
11662,prepare,VB,8ziecr
11663,happens,VBZ,8ziecr
11664,learned,VBD,8ziplz
11665,reflects,VBZ,8ziplz
11666,having,VBG,8ziplz
11667,leaned,VBD,8ziplz
11668,written,VBN,8ziplz
11669,know,VBP,8ziplz
11670,stand,VBP,8ziplz
11671,thought,VBD,8ziplz
11672,disconnecting,VBG,8ziplz
11673,seen,VBN,8ziplz
11674,become,VBN,8ziplz
11675,happening,VBG,8ziplz
11676,felt,VBN,8ziplz
11677,trying,VBG,8ziplz
11678,undo,VB,8ziplz
11679,read,VBN,8ziplz
11680,wondering,VBG,8ziplz
11681,stood,VBN,8ziplz
11682,handle,VB,8ziplz
11683,prepare,VB,8ziplz
11684,talk,VBP,8ziplz
11685,lose,VB,8ziplz
11686,prepare,VB,8ziplz
11687,happens,VBZ,8ziplz
11688,learned,VBD,8zj52l
11689,reflects,VBZ,8zj52l
11690,having,VBG,8zj52l
11691,leaned,VBD,8zj52l
11692,written,VBN,8zj52l
11693,know,VBP,8zj52l
11694,stand,VBP,8zj52l
11695,thought,VBD,8zj52l
11696,disconnecting,VBG,8zj52l
11697,seen,VBN,8zj52l
11698,become,VBN,8zj52l
11699,happening,VBG,8zj52l
11700,felt,VBN,8zj52l
11701,trying,VBG,8zj52l
11702,undo,VB,8zj52l
11703,read,VBN,8zj52l
11704,wondering,VBG,8zj52l
11705,stood,VBN,8zj52l
11706,handle,VB,8zj52l
11707,prepare,VB,8zj52l
11708,talk,VBP,8zj52l
11709,lose,VB,8zj52l
11710,prepare,VB,8zj52l
11711,happens,VBZ,8zj52l
11712,learned,VBD,8zjyel
11713,reflects,VBZ,8zjyel
11714,having,VBG,8zjyel
11715,leaned,VBD,8zjyel
11716,written,VBN,8zjyel
11717,know,VBP,8zjyel
11718,stand,VBP,8zjyel
11719,thought,VBD,8zjyel
11720,disconnecting,VBG,8zjyel
11721,seen,VBN,8zjyel
11722,become,VBN,8zjyel
11723,happening,VBG,8zjyel
11724,felt,VBN,8zjyel
11725,trying,VBG,8zjyel
11726,undo,VB,8zjyel
11727,read,VBN,8zjyel
11728,wondering,VBG,8zjyel
11729,stood,VBN,8zjyel
11730,handle,VB,8zjyel
11731,prepare,VB,8zjyel
11732,talk,VBP,8zjyel
11733,lose,VB,8zjyel
11734,prepare,VB,8zjyel
11735,happens,VBZ,8zjyel
11736,learned,VBD,8zm81i
11737,reflects,VBZ,8zm81i
11738,having,VBG,8zm81i
11739,leaned,VBD,8zm81i
11740,written,VBN,8zm81i
11741,know,VBP,8zm81i
11742,stand,VBP,8zm81i
11743,thought,VBD,8zm81i
11744,disconnecting,VBG,8zm81i
11745,seen,VBN,8zm81i
11746,become,VBN,8zm81i
11747,happening,VBG,8zm81i
11748,felt,VBN,8zm81i
11749,trying,VBG,8zm81i
11750,undo,VB,8zm81i
11751,read,VBN,8zm81i
11752,wondering,VBG,8zm81i
11753,stood,VBN,8zm81i
11754,handle,VB,8zm81i
11755,prepare,VB,8zm81i
11756,talk,VBP,8zm81i
11757,lose,VB,8zm81i
11758,prepare,VB,8zm81i
11759,happens,VBZ,8zm81i
11760,learned,VBD,8zmtqa
11761,reflects,VBZ,8zmtqa
11762,having,VBG,8zmtqa
11763,leaned,VBD,8zmtqa
11764,written,VBN,8zmtqa
11765,know,VBP,8zmtqa
11766,stand,VBP,8zmtqa
11767,thought,VBD,8zmtqa
11768,disconnecting,VBG,8zmtqa
11769,seen,VBN,8zmtqa
11770,become,VBN,8zmtqa
11771,happening,VBG,8zmtqa
11772,felt,VBN,8zmtqa
11773,trying,VBG,8zmtqa
11774,undo,VB,8zmtqa
11775,read,VBN,8zmtqa
11776,wondering,VBG,8zmtqa
11777,stood,VBN,8zmtqa
11778,handle,VB,8zmtqa
11779,prepare,VB,8zmtqa
11780,talk,VBP,8zmtqa
11781,lose,VB,8zmtqa
11782,prepare,VB,8zmtqa
11783,happens,VBZ,8zmtqa
11784,learned,VBD,8zn181
11785,reflects,VBZ,8zn181
11786,having,VBG,8zn181
11787,leaned,VBD,8zn181
11788,written,VBN,8zn181
11789,know,VBP,8zn181
11790,stand,VBP,8zn181
11791,thought,VBD,8zn181
11792,disconnecting,VBG,8zn181
11793,seen,VBN,8zn181
11794,become,VBN,8zn181
11795,happening,VBG,8zn181
11796,felt,VBN,8zn181
11797,trying,VBG,8zn181
11798,undo,VB,8zn181
11799,read,VBN,8zn181
11800,wondering,VBG,8zn181
11801,stood,VBN,8zn181
11802,handle,VB,8zn181
11803,prepare,VB,8zn181
11804,talk,VBP,8zn181
11805,lose,VB,8zn181
11806,prepare,VB,8zn181
11807,happens,VBZ,8zn181
11808,learned,VBD,8zobyy
11809,reflects,VBZ,8zobyy
11810,having,VBG,8zobyy
11811,leaned,VBD,8zobyy
11812,written,VBN,8zobyy
11813,know,VBP,8zobyy
11814,stand,VBP,8zobyy
11815,thought,VBD,8zobyy
11816,disconnecting,VBG,8zobyy
11817,seen,VBN,8zobyy
11818,become,VBN,8zobyy
11819,happening,VBG,8zobyy
11820,felt,VBN,8zobyy
11821,trying,VBG,8zobyy
11822,undo,VB,8zobyy
11823,read,VBN,8zobyy
11824,wondering,VBG,8zobyy
11825,stood,VBN,8zobyy
11826,handle,VB,8zobyy
11827,prepare,VB,8zobyy
11828,talk,VBP,8zobyy
11829,lose,VB,8zobyy
11830,prepare,VB,8zobyy
11831,happens,VBZ,8zobyy
11832,learned,VBD,8zokgm
11833,reflects,VBZ,8zokgm
11834,having,VBG,8zokgm
11835,leaned,VBD,8zokgm
11836,written,VBN,8zokgm
11837,know,VBP,8zokgm
11838,stand,VBP,8zokgm
11839,thought,VBD,8zokgm
11840,disconnecting,VBG,8zokgm
11841,seen,VBN,8zokgm
11842,become,VBN,8zokgm
11843,happening,VBG,8zokgm
11844,felt,VBN,8zokgm
11845,trying,VBG,8zokgm
11846,undo,VB,8zokgm
11847,read,VBN,8zokgm
11848,wondering,VBG,8zokgm
11849,stood,VBN,8zokgm
11850,handle,VB,8zokgm
11851,prepare,VB,8zokgm
11852,talk,VBP,8zokgm
11853,lose,VB,8zokgm
11854,prepare,VB,8zokgm
11855,happens,VBZ,8zokgm
11856,learned,VBD,8zp29s
11857,reflects,VBZ,8zp29s
11858,having,VBG,8zp29s
11859,leaned,VBD,8zp29s
11860,written,VBN,8zp29s
11861,know,VBP,8zp29s
11862,stand,VBP,8zp29s
11863,thought,VBD,8zp29s
11864,disconnecting,VBG,8zp29s
11865,seen,VBN,8zp29s
11866,become,VBN,8zp29s
11867,happening,VBG,8zp29s
11868,felt,VBN,8zp29s
11869,trying,VBG,8zp29s
11870,undo,VB,8zp29s
11871,read,VBN,8zp29s
11872,wondering,VBG,8zp29s
11873,stood,VBN,8zp29s
11874,handle,VB,8zp29s
11875,prepare,VB,8zp29s
11876,talk,VBP,8zp29s
11877,lose,VB,8zp29s
11878,prepare,VB,8zp29s
11879,happens,VBZ,8zp29s
11880,learned,VBD,8zpb5b
11881,reflects,VBZ,8zpb5b
11882,having,VBG,8zpb5b
11883,leaned,VBD,8zpb5b
11884,written,VBN,8zpb5b
11885,know,VBP,8zpb5b
11886,stand,VBP,8zpb5b
11887,thought,VBD,8zpb5b
11888,disconnecting,VBG,8zpb5b
11889,seen,VBN,8zpb5b
11890,become,VBN,8zpb5b
11891,happening,VBG,8zpb5b
11892,felt,VBN,8zpb5b
11893,trying,VBG,8zpb5b
11894,undo,VB,8zpb5b
11895,read,VBN,8zpb5b
11896,wondering,VBG,8zpb5b
11897,stood,VBN,8zpb5b
11898,handle,VB,8zpb5b
11899,prepare,VB,8zpb5b
11900,talk,VBP,8zpb5b
11901,lose,VB,8zpb5b
11902,prepare,VB,8zpb5b
11903,happens,VBZ,8zpb5b
11904,learned,VBD,8zqqbq
11905,reflects,VBZ,8zqqbq
11906,having,VBG,8zqqbq
11907,leaned,VBD,8zqqbq
11908,written,VBN,8zqqbq
11909,know,VBP,8zqqbq
11910,stand,VBP,8zqqbq
11911,thought,VBD,8zqqbq
11912,disconnecting,VBG,8zqqbq
11913,seen,VBN,8zqqbq
11914,become,VBN,8zqqbq
11915,happening,VBG,8zqqbq
11916,felt,VBN,8zqqbq
11917,trying,VBG,8zqqbq
11918,undo,VB,8zqqbq
11919,read,VBN,8zqqbq
11920,wondering,VBG,8zqqbq
11921,stood,VBN,8zqqbq
11922,handle,VB,8zqqbq
11923,prepare,VB,8zqqbq
11924,talk,VBP,8zqqbq
11925,lose,VB,8zqqbq
11926,prepare,VB,8zqqbq
11927,happens,VBZ,8zqqbq
11928,learned,VBD,8zs0g1
11929,reflects,VBZ,8zs0g1
11930,having,VBG,8zs0g1
11931,leaned,VBD,8zs0g1
11932,written,VBN,8zs0g1
11933,know,VBP,8zs0g1
11934,stand,VBP,8zs0g1
11935,thought,VBD,8zs0g1
11936,disconnecting,VBG,8zs0g1
11937,seen,VBN,8zs0g1
11938,become,VBN,8zs0g1
11939,happening,VBG,8zs0g1
11940,felt,VBN,8zs0g1
11941,trying,VBG,8zs0g1
11942,undo,VB,8zs0g1
11943,read,VBN,8zs0g1
11944,wondering,VBG,8zs0g1
11945,stood,VBN,8zs0g1
11946,handle,VB,8zs0g1
11947,prepare,VB,8zs0g1
11948,talk,VBP,8zs0g1
11949,lose,VB,8zs0g1
11950,prepare,VB,8zs0g1
11951,happens,VBZ,8zs0g1
11952,learned,VBD,8zsiwe
11953,reflects,VBZ,8zsiwe
11954,having,VBG,8zsiwe
11955,leaned,VBD,8zsiwe
11956,written,VBN,8zsiwe
11957,know,VBP,8zsiwe
11958,stand,VBP,8zsiwe
11959,thought,VBD,8zsiwe
11960,disconnecting,VBG,8zsiwe
11961,seen,VBN,8zsiwe
11962,become,VBN,8zsiwe
11963,happening,VBG,8zsiwe
11964,felt,VBN,8zsiwe
11965,trying,VBG,8zsiwe
11966,undo,VB,8zsiwe
11967,read,VBN,8zsiwe
11968,wondering,VBG,8zsiwe
11969,stood,VBN,8zsiwe
11970,handle,VB,8zsiwe
11971,prepare,VB,8zsiwe
11972,talk,VBP,8zsiwe
11973,lose,VB,8zsiwe
11974,prepare,VB,8zsiwe
11975,happens,VBZ,8zsiwe
11976,learned,VBD,8zt2cw
11977,reflects,VBZ,8zt2cw
11978,having,VBG,8zt2cw
11979,leaned,VBD,8zt2cw
11980,written,VBN,8zt2cw
11981,know,VBP,8zt2cw
11982,stand,VBP,8zt2cw
11983,thought,VBD,8zt2cw
11984,disconnecting,VBG,8zt2cw
11985,seen,VBN,8zt2cw
11986,become,VBN,8zt2cw
11987,happening,VBG,8zt2cw
11988,felt,VBN,8zt2cw
11989,trying,VBG,8zt2cw
11990,undo,VB,8zt2cw
11991,read,VBN,8zt2cw
11992,wondering,VBG,8zt2cw
11993,stood,VBN,8zt2cw
11994,handle,VB,8zt2cw
11995,prepare,VB,8zt2cw
11996,talk,VBP,8zt2cw
11997,lose,VB,8zt2cw
11998,prepare,VB,8zt2cw
11999,happens,VBZ,8zt2cw
12000,learned,VBD,8ztgpm
12001,reflects,VBZ,8ztgpm
12002,having,VBG,8ztgpm
12003,leaned,VBD,8ztgpm
12004,written,VBN,8ztgpm
12005,know,VBP,8ztgpm
12006,stand,VBP,8ztgpm
12007,thought,VBD,8ztgpm
12008,disconnecting,VBG,8ztgpm
12009,seen,VBN,8ztgpm
12010,become,VBN,8ztgpm
12011,happening,VBG,8ztgpm
12012,felt,VBN,8ztgpm
12013,trying,VBG,8ztgpm
12014,undo,VB,8ztgpm
12015,read,VBN,8ztgpm
12016,wondering,VBG,8ztgpm
12017,stood,VBN,8ztgpm
12018,handle,VB,8ztgpm
12019,prepare,VB,8ztgpm
12020,talk,VBP,8ztgpm
12021,lose,VB,8ztgpm
12022,prepare,VB,8ztgpm
12023,happens,VBZ,8ztgpm
12024,learned,VBD,8zv383
12025,reflects,VBZ,8zv383
12026,having,VBG,8zv383
12027,leaned,VBD,8zv383
12028,written,VBN,8zv383
12029,know,VBP,8zv383
12030,stand,VBP,8zv383
12031,thought,VBD,8zv383
12032,disconnecting,VBG,8zv383
12033,seen,VBN,8zv383
12034,become,VBN,8zv383
12035,happening,VBG,8zv383
12036,felt,VBN,8zv383
12037,trying,VBG,8zv383
12038,undo,VB,8zv383
12039,read,VBN,8zv383
12040,wondering,VBG,8zv383
12041,stood,VBN,8zv383
12042,handle,VB,8zv383
12043,prepare,VB,8zv383
12044,talk,VBP,8zv383
12045,lose,VB,8zv383
12046,prepare,VB,8zv383
12047,happens,VBZ,8zv383
12048,learned,VBD,8zxra8
12049,reflects,VBZ,8zxra8
12050,having,VBG,8zxra8
12051,leaned,VBD,8zxra8
12052,written,VBN,8zxra8
12053,know,VBP,8zxra8
12054,stand,VBP,8zxra8
12055,thought,VBD,8zxra8
12056,disconnecting,VBG,8zxra8
12057,seen,VBN,8zxra8
12058,become,VBN,8zxra8
12059,happening,VBG,8zxra8
12060,felt,VBN,8zxra8
12061,trying,VBG,8zxra8
12062,undo,VB,8zxra8
12063,read,VBN,8zxra8
12064,wondering,VBG,8zxra8
12065,stood,VBN,8zxra8
12066,handle,VB,8zxra8
12067,prepare,VB,8zxra8
12068,talk,VBP,8zxra8
12069,lose,VB,8zxra8
12070,prepare,VB,8zxra8
12071,happens,VBZ,8zxra8
12072,learned,VBD,8zzdi9
12073,reflects,VBZ,8zzdi9
12074,having,VBG,8zzdi9
12075,leaned,VBD,8zzdi9
12076,written,VBN,8zzdi9
12077,know,VBP,8zzdi9
12078,stand,VBP,8zzdi9
12079,thought,VBD,8zzdi9
12080,disconnecting,VBG,8zzdi9
12081,seen,VBN,8zzdi9
12082,become,VBN,8zzdi9
12083,happening,VBG,8zzdi9
12084,felt,VBN,8zzdi9
12085,trying,VBG,8zzdi9
12086,undo,VB,8zzdi9
12087,read,VBN,8zzdi9
12088,wondering,VBG,8zzdi9
12089,stood,VBN,8zzdi9
12090,handle,VB,8zzdi9
12091,prepare,VB,8zzdi9
12092,talk,VBP,8zzdi9
12093,lose,VB,8zzdi9
12094,prepare,VB,8zzdi9
12095,happens,VBZ,8zzdi9
12096,learned,VBD,8zzx2i
12097,reflects,VBZ,8zzx2i
12098,having,VBG,8zzx2i
12099,leaned,VBD,8zzx2i
12100,written,VBN,8zzx2i
12101,know,VBP,8zzx2i
12102,stand,VBP,8zzx2i
12103,thought,VBD,8zzx2i
12104,disconnecting,VBG,8zzx2i
12105,seen,VBN,8zzx2i
12106,become,VBN,8zzx2i
12107,happening,VBG,8zzx2i
12108,felt,VBN,8zzx2i
12109,trying,VBG,8zzx2i
12110,undo,VB,8zzx2i
12111,read,VBN,8zzx2i
12112,wondering,VBG,8zzx2i
12113,stood,VBN,8zzx2i
12114,handle,VB,8zzx2i
12115,prepare,VB,8zzx2i
12116,talk,VBP,8zzx2i
12117,lose,VB,8zzx2i
12118,prepare,VB,8zzx2i
12119,happens,VBZ,8zzx2i
12120,learned,VBD,90033t
12121,reflects,VBZ,90033t
12122,having,VBG,90033t
12123,leaned,VBD,90033t
12124,written,VBN,90033t
12125,know,VBP,90033t
12126,stand,VBP,90033t
12127,thought,VBD,90033t
12128,disconnecting,VBG,90033t
12129,seen,VBN,90033t
12130,become,VBN,90033t
