,verbs,tense,postid
22910,become,VBN,8xwva6
22911,become,VBN,8xwva6
22912,TORN,VBN,8xwva6
22913,falling,VBG,8xwva6
22914,approved,VBN,8xwva6
22915,Seeing,VBG,8xwva6
22916,made,VBN,8xwva6
22917,happening,VBG,8xwva6
22918,happening,VBG,8xwva6
22919,shifted,VBN,8xwva6
22920,felt,VBN,8xwva6
22921,felt,VBN,8xwva6
22922,Losing,VBG,8xwva6
22923,would,MD,8xwva6
22924,hurt,VB,8xwva6
22925,destroy,VB,8xwva6
22926,trying,VBG,8xwva6
22927,trying,VBG,8xwva6
22928,monetize,VB,8xwva6
22929,make,VB,8xwva6
22930,could,MD,8xwva6
22931,undo,VB,8xwva6
22932,undo,VB,8xwva6
22933,Thank,VBP,8xwva6
22934,read,VBN,8xwva6
22935,read,VBN,8xwva6
22936,wondering,VBG,8xwva6
22937,wondering,VBG,8xwva6
22938,stood,VBN,8xwva6
22939,stood,VBN,8xwva6
22940,loose,VB,8xwva6
22941,talking,VBG,8xwva6
22942,handle,VB,8xwva6
22943,handle,VB,8xwva6
22944,can,MD,8xwva6
22945,prepare,VB,8xwva6
22946,prepare,VB,8xwva6
22947,get,VBP,8xwva6
22948,caught,VBN,8xwva6
22949,talk,VBP,8xwva6
22950,talk,VBP,8xwva6
22951,could,MD,8xwva6
22952,lose,VB,8xwva6
22953,lose,VB,8xwva6
22954,destroyed,VBN,8xwva6
22955,can,MD,8xwva6
22956,prepare,VB,8xwva6
22957,prepare,VB,8xwva6
22958,happens,VBZ,8xwva6
22959,happens,VBZ,8xwva6
22960,learned,VBD,8xwvcs
22961,learned,VBD,8xwvcs
22962,reflects,VBZ,8xwvcs
22963,reflects,VBZ,8xwvcs
22964,having,VBG,8xwvcs
22965,having,VBG,8xwvcs
22966,leaned,VBD,8xwvcs
22967,leaned,VBD,8xwvcs
22968,left,VBN,8xwvcs
22969,steeped,VBN,8xwvcs
22970,written,VBN,8xwvcs
22971,written,VBN,8xwvcs
22972,know,VBP,8xwvcs
22973,know,VBP,8xwvcs
22974,stand,VBP,8xwvcs
22975,stand,VBP,8xwvcs
22976,loose,VB,8xwvcs
22977,would,MD,8xwvcs
22978,thought,VBD,8xwvcs
22979,thought,VBD,8xwvcs
22980,including,VBG,8xwvcs
22981,disconnecting,VBG,8xwvcs
22982,disconnecting,VBG,8xwvcs
22983,trying,VBG,8xwvcs
22984,think,VB,8xwvcs
22985,evolve,VB,8xwvcs
22986,reflect,VB,8xwvcs
22987,seen,VBN,8xwvcs
22988,seen,VBN,8xwvcs
22989,become,VBN,8xwvcs
22990,become,VBN,8xwvcs
22991,become,VBN,8xwvcs
22992,TORN,VBN,8xwvcs
22993,falling,VBG,8xwvcs
22994,approved,VBN,8xwvcs
22995,Seeing,VBG,8xwvcs
22996,made,VBN,8xwvcs
22997,happening,VBG,8xwvcs
22998,happening,VBG,8xwvcs
22999,shifted,VBN,8xwvcs
23000,felt,VBN,8xwvcs
23001,felt,VBN,8xwvcs
23002,Losing,VBG,8xwvcs
23003,would,MD,8xwvcs
23004,hurt,VB,8xwvcs
23005,destroy,VB,8xwvcs
23006,trying,VBG,8xwvcs
23007,trying,VBG,8xwvcs
23008,monetize,VB,8xwvcs
23009,make,VB,8xwvcs
23010,could,MD,8xwvcs
23011,undo,VB,8xwvcs
23012,undo,VB,8xwvcs
23013,Thank,VBP,8xwvcs
23014,read,VBN,8xwvcs
23015,read,VBN,8xwvcs
23016,wondering,VBG,8xwvcs
23017,wondering,VBG,8xwvcs
23018,stood,VBN,8xwvcs
23019,stood,VBN,8xwvcs
23020,loose,VB,8xwvcs
23021,talking,VBG,8xwvcs
23022,handle,VB,8xwvcs
23023,handle,VB,8xwvcs
23024,can,MD,8xwvcs
23025,prepare,VB,8xwvcs
23026,prepare,VB,8xwvcs
23027,get,VBP,8xwvcs
23028,caught,VBN,8xwvcs
23029,talk,VBP,8xwvcs
23030,talk,VBP,8xwvcs
23031,could,MD,8xwvcs
23032,lose,VB,8xwvcs
23033,lose,VB,8xwvcs
23034,destroyed,VBN,8xwvcs
23035,can,MD,8xwvcs
23036,prepare,VB,8xwvcs
23037,prepare,VB,8xwvcs
23038,happens,VBZ,8xwvcs
23039,happens,VBZ,8xwvcs
23040,learned,VBD,8xx4rc
23041,learned,VBD,8xx4rc
23042,reflects,VBZ,8xx4rc
23043,reflects,VBZ,8xx4rc
23044,having,VBG,8xx4rc
23045,having,VBG,8xx4rc
23046,leaned,VBD,8xx4rc
23047,leaned,VBD,8xx4rc
23048,left,VBN,8xx4rc
23049,steeped,VBN,8xx4rc
23050,written,VBN,8xx4rc
23051,written,VBN,8xx4rc
23052,know,VBP,8xx4rc
23053,know,VBP,8xx4rc
23054,stand,VBP,8xx4rc
23055,stand,VBP,8xx4rc
23056,loose,VB,8xx4rc
23057,would,MD,8xx4rc
23058,thought,VBD,8xx4rc
23059,thought,VBD,8xx4rc
23060,including,VBG,8xx4rc
23061,disconnecting,VBG,8xx4rc
23062,disconnecting,VBG,8xx4rc
23063,trying,VBG,8xx4rc
23064,think,VB,8xx4rc
23065,evolve,VB,8xx4rc
23066,reflect,VB,8xx4rc
23067,seen,VBN,8xx4rc
23068,seen,VBN,8xx4rc
23069,become,VBN,8xx4rc
23070,become,VBN,8xx4rc
23071,become,VBN,8xx4rc
23072,TORN,VBN,8xx4rc
23073,falling,VBG,8xx4rc
23074,approved,VBN,8xx4rc
23075,Seeing,VBG,8xx4rc
23076,made,VBN,8xx4rc
23077,happening,VBG,8xx4rc
23078,happening,VBG,8xx4rc
23079,shifted,VBN,8xx4rc
23080,felt,VBN,8xx4rc
23081,felt,VBN,8xx4rc
23082,Losing,VBG,8xx4rc
23083,would,MD,8xx4rc
23084,hurt,VB,8xx4rc
23085,destroy,VB,8xx4rc
23086,trying,VBG,8xx4rc
23087,trying,VBG,8xx4rc
23088,monetize,VB,8xx4rc
23089,make,VB,8xx4rc
23090,could,MD,8xx4rc
23091,undo,VB,8xx4rc
23092,undo,VB,8xx4rc
23093,Thank,VBP,8xx4rc
23094,read,VBN,8xx4rc
23095,read,VBN,8xx4rc
23096,wondering,VBG,8xx4rc
23097,wondering,VBG,8xx4rc
23098,stood,VBN,8xx4rc
23099,stood,VBN,8xx4rc
23100,loose,VB,8xx4rc
23101,talking,VBG,8xx4rc
23102,handle,VB,8xx4rc
23103,handle,VB,8xx4rc
23104,can,MD,8xx4rc
23105,prepare,VB,8xx4rc
23106,prepare,VB,8xx4rc
23107,get,VBP,8xx4rc
23108,caught,VBN,8xx4rc
23109,talk,VBP,8xx4rc
23110,talk,VBP,8xx4rc
23111,could,MD,8xx4rc
23112,lose,VB,8xx4rc
23113,lose,VB,8xx4rc
23114,destroyed,VBN,8xx4rc
23115,can,MD,8xx4rc
23116,prepare,VB,8xx4rc
23117,prepare,VB,8xx4rc
23118,happens,VBZ,8xx4rc
23119,happens,VBZ,8xx4rc
23120,learned,VBD,8xx5mn
23121,learned,VBD,8xx5mn
23122,reflects,VBZ,8xx5mn
23123,reflects,VBZ,8xx5mn
23124,having,VBG,8xx5mn
23125,having,VBG,8xx5mn
23126,leaned,VBD,8xx5mn
23127,leaned,VBD,8xx5mn
23128,left,VBN,8xx5mn
23129,steeped,VBN,8xx5mn
23130,written,VBN,8xx5mn
23131,written,VBN,8xx5mn
23132,know,VBP,8xx5mn
23133,know,VBP,8xx5mn
23134,stand,VBP,8xx5mn
23135,stand,VBP,8xx5mn
23136,loose,VB,8xx5mn
23137,would,MD,8xx5mn
23138,thought,VBD,8xx5mn
23139,thought,VBD,8xx5mn
23140,including,VBG,8xx5mn
23141,disconnecting,VBG,8xx5mn
23142,disconnecting,VBG,8xx5mn
23143,trying,VBG,8xx5mn
23144,think,VB,8xx5mn
23145,evolve,VB,8xx5mn
23146,reflect,VB,8xx5mn
23147,seen,VBN,8xx5mn
23148,seen,VBN,8xx5mn
23149,become,VBN,8xx5mn
23150,become,VBN,8xx5mn
23151,become,VBN,8xx5mn
23152,TORN,VBN,8xx5mn
23153,falling,VBG,8xx5mn
23154,approved,VBN,8xx5mn
23155,Seeing,VBG,8xx5mn
23156,made,VBN,8xx5mn
23157,happening,VBG,8xx5mn
23158,happening,VBG,8xx5mn
23159,shifted,VBN,8xx5mn
23160,felt,VBN,8xx5mn
23161,felt,VBN,8xx5mn
23162,Losing,VBG,8xx5mn
23163,would,MD,8xx5mn
23164,hurt,VB,8xx5mn
23165,destroy,VB,8xx5mn
23166,trying,VBG,8xx5mn
23167,trying,VBG,8xx5mn
23168,monetize,VB,8xx5mn
23169,make,VB,8xx5mn
23170,could,MD,8xx5mn
23171,undo,VB,8xx5mn
23172,undo,VB,8xx5mn
23173,Thank,VBP,8xx5mn
23174,read,VBN,8xx5mn
23175,read,VBN,8xx5mn
23176,wondering,VBG,8xx5mn
23177,wondering,VBG,8xx5mn
23178,stood,VBN,8xx5mn
23179,stood,VBN,8xx5mn
23180,loose,VB,8xx5mn
23181,talking,VBG,8xx5mn
23182,handle,VB,8xx5mn
23183,handle,VB,8xx5mn
23184,can,MD,8xx5mn
23185,prepare,VB,8xx5mn
23186,prepare,VB,8xx5mn
23187,get,VBP,8xx5mn
23188,caught,VBN,8xx5mn
23189,talk,VBP,8xx5mn
23190,talk,VBP,8xx5mn
23191,could,MD,8xx5mn
23192,lose,VB,8xx5mn
23193,lose,VB,8xx5mn
23194,destroyed,VBN,8xx5mn
23195,can,MD,8xx5mn
23196,prepare,VB,8xx5mn
23197,prepare,VB,8xx5mn
23198,happens,VBZ,8xx5mn
23199,happens,VBZ,8xx5mn
23200,learned,VBD,8xx5s6
23201,learned,VBD,8xx5s6
23202,reflects,VBZ,8xx5s6
23203,reflects,VBZ,8xx5s6
23204,having,VBG,8xx5s6
23205,having,VBG,8xx5s6
23206,leaned,VBD,8xx5s6
23207,leaned,VBD,8xx5s6
23208,left,VBN,8xx5s6
23209,steeped,VBN,8xx5s6
23210,written,VBN,8xx5s6
23211,written,VBN,8xx5s6
23212,know,VBP,8xx5s6
23213,know,VBP,8xx5s6
23214,stand,VBP,8xx5s6
23215,stand,VBP,8xx5s6
23216,loose,VB,8xx5s6
23217,would,MD,8xx5s6
23218,thought,VBD,8xx5s6
23219,thought,VBD,8xx5s6
23220,including,VBG,8xx5s6
23221,disconnecting,VBG,8xx5s6
23222,disconnecting,VBG,8xx5s6
23223,trying,VBG,8xx5s6
23224,think,VB,8xx5s6
23225,evolve,VB,8xx5s6
23226,reflect,VB,8xx5s6
23227,seen,VBN,8xx5s6
23228,seen,VBN,8xx5s6
23229,become,VBN,8xx5s6
23230,become,VBN,8xx5s6
23231,become,VBN,8xx5s6
23232,TORN,VBN,8xx5s6
23233,falling,VBG,8xx5s6
23234,approved,VBN,8xx5s6
23235,Seeing,VBG,8xx5s6
23236,made,VBN,8xx5s6
23237,happening,VBG,8xx5s6
23238,happening,VBG,8xx5s6
23239,shifted,VBN,8xx5s6
23240,felt,VBN,8xx5s6
23241,felt,VBN,8xx5s6
23242,Losing,VBG,8xx5s6
23243,would,MD,8xx5s6
23244,hurt,VB,8xx5s6
23245,destroy,VB,8xx5s6
23246,trying,VBG,8xx5s6
23247,trying,VBG,8xx5s6
23248,monetize,VB,8xx5s6
23249,make,VB,8xx5s6
23250,could,MD,8xx5s6
23251,undo,VB,8xx5s6
23252,undo,VB,8xx5s6
23253,Thank,VBP,8xx5s6
23254,read,VBN,8xx5s6
23255,read,VBN,8xx5s6
23256,wondering,VBG,8xx5s6
23257,wondering,VBG,8xx5s6
23258,stood,VBN,8xx5s6
23259,stood,VBN,8xx5s6
23260,loose,VB,8xx5s6
23261,talking,VBG,8xx5s6
23262,handle,VB,8xx5s6
23263,handle,VB,8xx5s6
23264,can,MD,8xx5s6
23265,prepare,VB,8xx5s6
23266,prepare,VB,8xx5s6
23267,get,VBP,8xx5s6
23268,caught,VBN,8xx5s6
23269,talk,VBP,8xx5s6
23270,talk,VBP,8xx5s6
23271,could,MD,8xx5s6
23272,lose,VB,8xx5s6
23273,lose,VB,8xx5s6
23274,destroyed,VBN,8xx5s6
23275,can,MD,8xx5s6
23276,prepare,VB,8xx5s6
23277,prepare,VB,8xx5s6
23278,happens,VBZ,8xx5s6
23279,happens,VBZ,8xx5s6
23280,learned,VBD,8xx6zd
23281,learned,VBD,8xx6zd
23282,reflects,VBZ,8xx6zd
23283,reflects,VBZ,8xx6zd
23284,having,VBG,8xx6zd
23285,having,VBG,8xx6zd
23286,leaned,VBD,8xx6zd
23287,leaned,VBD,8xx6zd
23288,left,VBN,8xx6zd
23289,steeped,VBN,8xx6zd
23290,written,VBN,8xx6zd
23291,written,VBN,8xx6zd
23292,know,VBP,8xx6zd
23293,know,VBP,8xx6zd
23294,stand,VBP,8xx6zd
23295,stand,VBP,8xx6zd
23296,loose,VB,8xx6zd
23297,would,MD,8xx6zd
23298,thought,VBD,8xx6zd
23299,thought,VBD,8xx6zd
23300,including,VBG,8xx6zd
23301,disconnecting,VBG,8xx6zd
23302,disconnecting,VBG,8xx6zd
23303,trying,VBG,8xx6zd
23304,think,VB,8xx6zd
23305,evolve,VB,8xx6zd
23306,reflect,VB,8xx6zd
23307,seen,VBN,8xx6zd
23308,seen,VBN,8xx6zd
23309,become,VBN,8xx6zd
23310,become,VBN,8xx6zd
23311,become,VBN,8xx6zd
23312,TORN,VBN,8xx6zd
23313,falling,VBG,8xx6zd
23314,approved,VBN,8xx6zd
23315,Seeing,VBG,8xx6zd
23316,made,VBN,8xx6zd
23317,happening,VBG,8xx6zd
23318,happening,VBG,8xx6zd
23319,shifted,VBN,8xx6zd
23320,felt,VBN,8xx6zd
23321,felt,VBN,8xx6zd
23322,Losing,VBG,8xx6zd
23323,would,MD,8xx6zd
23324,hurt,VB,8xx6zd
23325,destroy,VB,8xx6zd
23326,trying,VBG,8xx6zd
23327,trying,VBG,8xx6zd
23328,monetize,VB,8xx6zd
23329,make,VB,8xx6zd
23330,could,MD,8xx6zd
23331,undo,VB,8xx6zd
23332,undo,VB,8xx6zd
23333,Thank,VBP,8xx6zd
23334,read,VBN,8xx6zd
23335,read,VBN,8xx6zd
23336,wondering,VBG,8xx6zd
23337,wondering,VBG,8xx6zd
23338,stood,VBN,8xx6zd
23339,stood,VBN,8xx6zd
23340,loose,VB,8xx6zd
23341,talking,VBG,8xx6zd
23342,handle,VB,8xx6zd
23343,handle,VB,8xx6zd
23344,can,MD,8xx6zd
23345,prepare,VB,8xx6zd
23346,prepare,VB,8xx6zd
23347,get,VBP,8xx6zd
23348,caught,VBN,8xx6zd
23349,talk,VBP,8xx6zd
23350,talk,VBP,8xx6zd
23351,could,MD,8xx6zd
23352,lose,VB,8xx6zd
23353,lose,VB,8xx6zd
23354,destroyed,VBN,8xx6zd
23355,can,MD,8xx6zd
23356,prepare,VB,8xx6zd
23357,prepare,VB,8xx6zd
23358,happens,VBZ,8xx6zd
23359,happens,VBZ,8xx6zd
23360,learned,VBD,8xx7c3
23361,learned,VBD,8xx7c3
23362,reflects,VBZ,8xx7c3
23363,reflects,VBZ,8xx7c3
23364,having,VBG,8xx7c3
23365,having,VBG,8xx7c3
23366,leaned,VBD,8xx7c3
23367,leaned,VBD,8xx7c3
23368,left,VBN,8xx7c3
23369,steeped,VBN,8xx7c3
23370,written,VBN,8xx7c3
23371,written,VBN,8xx7c3
23372,know,VBP,8xx7c3
23373,know,VBP,8xx7c3
23374,stand,VBP,8xx7c3
23375,stand,VBP,8xx7c3
23376,loose,VB,8xx7c3
23377,would,MD,8xx7c3
23378,thought,VBD,8xx7c3
23379,thought,VBD,8xx7c3
23380,including,VBG,8xx7c3
23381,disconnecting,VBG,8xx7c3
23382,disconnecting,VBG,8xx7c3
23383,trying,VBG,8xx7c3
23384,think,VB,8xx7c3
23385,evolve,VB,8xx7c3
23386,reflect,VB,8xx7c3
23387,seen,VBN,8xx7c3
23388,seen,VBN,8xx7c3
23389,become,VBN,8xx7c3
23390,become,VBN,8xx7c3
23391,become,VBN,8xx7c3
23392,TORN,VBN,8xx7c3
23393,falling,VBG,8xx7c3
23394,approved,VBN,8xx7c3
23395,Seeing,VBG,8xx7c3
23396,made,VBN,8xx7c3
23397,happening,VBG,8xx7c3
23398,happening,VBG,8xx7c3
23399,shifted,VBN,8xx7c3
23400,felt,VBN,8xx7c3
23401,felt,VBN,8xx7c3
23402,Losing,VBG,8xx7c3
23403,would,MD,8xx7c3
23404,hurt,VB,8xx7c3
23405,destroy,VB,8xx7c3
23406,trying,VBG,8xx7c3
23407,trying,VBG,8xx7c3
23408,monetize,VB,8xx7c3
23409,make,VB,8xx7c3
23410,could,MD,8xx7c3
23411,undo,VB,8xx7c3
23412,undo,VB,8xx7c3
23413,Thank,VBP,8xx7c3
23414,read,VBN,8xx7c3
23415,read,VBN,8xx7c3
23416,wondering,VBG,8xx7c3
23417,wondering,VBG,8xx7c3
23418,stood,VBN,8xx7c3
23419,stood,VBN,8xx7c3
23420,loose,VB,8xx7c3
23421,talking,VBG,8xx7c3
23422,handle,VB,8xx7c3
23423,handle,VB,8xx7c3
23424,can,MD,8xx7c3
23425,prepare,VB,8xx7c3
23426,prepare,VB,8xx7c3
23427,get,VBP,8xx7c3
23428,caught,VBN,8xx7c3
23429,talk,VBP,8xx7c3
23430,talk,VBP,8xx7c3
23431,could,MD,8xx7c3
23432,lose,VB,8xx7c3
23433,lose,VB,8xx7c3
23434,destroyed,VBN,8xx7c3
23435,can,MD,8xx7c3
23436,prepare,VB,8xx7c3
23437,prepare,VB,8xx7c3
23438,happens,VBZ,8xx7c3
23439,happens,VBZ,8xx7c3
23440,learned,VBD,8xx8ka
23441,learned,VBD,8xx8ka
23442,reflects,VBZ,8xx8ka
23443,reflects,VBZ,8xx8ka
23444,having,VBG,8xx8ka
23445,having,VBG,8xx8ka
23446,leaned,VBD,8xx8ka
23447,leaned,VBD,8xx8ka
23448,left,VBN,8xx8ka
23449,steeped,VBN,8xx8ka
23450,written,VBN,8xx8ka
23451,written,VBN,8xx8ka
23452,know,VBP,8xx8ka
23453,know,VBP,8xx8ka
23454,stand,VBP,8xx8ka
23455,stand,VBP,8xx8ka
23456,loose,VB,8xx8ka
23457,would,MD,8xx8ka
23458,thought,VBD,8xx8ka
23459,thought,VBD,8xx8ka
23460,including,VBG,8xx8ka
23461,disconnecting,VBG,8xx8ka
23462,disconnecting,VBG,8xx8ka
23463,trying,VBG,8xx8ka
23464,think,VB,8xx8ka
23465,evolve,VB,8xx8ka
23466,reflect,VB,8xx8ka
23467,seen,VBN,8xx8ka
23468,seen,VBN,8xx8ka
23469,become,VBN,8xx8ka
23470,become,VBN,8xx8ka
23471,become,VBN,8xx8ka
23472,TORN,VBN,8xx8ka
23473,falling,VBG,8xx8ka
23474,approved,VBN,8xx8ka
23475,Seeing,VBG,8xx8ka
23476,made,VBN,8xx8ka
23477,happening,VBG,8xx8ka
23478,happening,VBG,8xx8ka
23479,shifted,VBN,8xx8ka
23480,felt,VBN,8xx8ka
23481,felt,VBN,8xx8ka
23482,Losing,VBG,8xx8ka
23483,would,MD,8xx8ka
23484,hurt,VB,8xx8ka
23485,destroy,VB,8xx8ka
23486,trying,VBG,8xx8ka
23487,trying,VBG,8xx8ka
23488,monetize,VB,8xx8ka
23489,make,VB,8xx8ka
23490,could,MD,8xx8ka
23491,undo,VB,8xx8ka
23492,undo,VB,8xx8ka
23493,Thank,VBP,8xx8ka
23494,read,VBN,8xx8ka
23495,read,VBN,8xx8ka
23496,wondering,VBG,8xx8ka
23497,wondering,VBG,8xx8ka
23498,stood,VBN,8xx8ka
23499,stood,VBN,8xx8ka
23500,loose,VB,8xx8ka
23501,talking,VBG,8xx8ka
23502,handle,VB,8xx8ka
23503,handle,VB,8xx8ka
23504,can,MD,8xx8ka
23505,prepare,VB,8xx8ka
23506,prepare,VB,8xx8ka
23507,get,VBP,8xx8ka
23508,caught,VBN,8xx8ka
23509,talk,VBP,8xx8ka
23510,talk,VBP,8xx8ka
23511,could,MD,8xx8ka
23512,lose,VB,8xx8ka
23513,lose,VB,8xx8ka
23514,destroyed,VBN,8xx8ka
23515,can,MD,8xx8ka
23516,prepare,VB,8xx8ka
23517,prepare,VB,8xx8ka
23518,happens,VBZ,8xx8ka
23519,happens,VBZ,8xx8ka
23520,learned,VBD,8xxb03
23521,learned,VBD,8xxb03
23522,reflects,VBZ,8xxb03
23523,reflects,VBZ,8xxb03
23524,having,VBG,8xxb03
23525,having,VBG,8xxb03
23526,leaned,VBD,8xxb03
23527,leaned,VBD,8xxb03
23528,left,VBN,8xxb03
23529,steeped,VBN,8xxb03
23530,written,VBN,8xxb03
23531,written,VBN,8xxb03
23532,know,VBP,8xxb03
23533,know,VBP,8xxb03
23534,stand,VBP,8xxb03
23535,stand,VBP,8xxb03
23536,loose,VB,8xxb03
23537,would,MD,8xxb03
23538,thought,VBD,8xxb03
23539,thought,VBD,8xxb03
23540,including,VBG,8xxb03
23541,disconnecting,VBG,8xxb03
23542,disconnecting,VBG,8xxb03
23543,trying,VBG,8xxb03
23544,think,VB,8xxb03
23545,evolve,VB,8xxb03
23546,reflect,VB,8xxb03
23547,seen,VBN,8xxb03
23548,seen,VBN,8xxb03
23549,become,VBN,8xxb03
23550,become,VBN,8xxb03
23551,become,VBN,8xxb03
23552,TORN,VBN,8xxb03
23553,falling,VBG,8xxb03
23554,approved,VBN,8xxb03
23555,Seeing,VBG,8xxb03
23556,made,VBN,8xxb03
23557,happening,VBG,8xxb03
23558,happening,VBG,8xxb03
23559,shifted,VBN,8xxb03
23560,felt,VBN,8xxb03
23561,felt,VBN,8xxb03
23562,Losing,VBG,8xxb03
23563,would,MD,8xxb03
23564,hurt,VB,8xxb03
23565,destroy,VB,8xxb03
23566,trying,VBG,8xxb03
23567,trying,VBG,8xxb03
23568,monetize,VB,8xxb03
23569,make,VB,8xxb03
23570,could,MD,8xxb03
23571,undo,VB,8xxb03
23572,undo,VB,8xxb03
23573,Thank,VBP,8xxb03
23574,read,VBN,8xxb03
23575,read,VBN,8xxb03
23576,wondering,VBG,8xxb03
23577,wondering,VBG,8xxb03
23578,stood,VBN,8xxb03
23579,stood,VBN,8xxb03
23580,loose,VB,8xxb03
23581,talking,VBG,8xxb03
23582,handle,VB,8xxb03
23583,handle,VB,8xxb03
23584,can,MD,8xxb03
23585,prepare,VB,8xxb03
23586,prepare,VB,8xxb03
23587,get,VBP,8xxb03
23588,caught,VBN,8xxb03
23589,talk,VBP,8xxb03
23590,talk,VBP,8xxb03
23591,could,MD,8xxb03
23592,lose,VB,8xxb03
23593,lose,VB,8xxb03
23594,destroyed,VBN,8xxb03
23595,can,MD,8xxb03
23596,prepare,VB,8xxb03
23597,prepare,VB,8xxb03
23598,happens,VBZ,8xxb03
23599,happens,VBZ,8xxb03
23600,learned,VBD,8xxed8
23601,learned,VBD,8xxed8
23602,reflects,VBZ,8xxed8
23603,reflects,VBZ,8xxed8
23604,having,VBG,8xxed8
23605,having,VBG,8xxed8
23606,leaned,VBD,8xxed8
23607,leaned,VBD,8xxed8
23608,left,VBN,8xxed8
23609,steeped,VBN,8xxed8
23610,written,VBN,8xxed8
23611,written,VBN,8xxed8
23612,know,VBP,8xxed8
23613,know,VBP,8xxed8
23614,stand,VBP,8xxed8
23615,stand,VBP,8xxed8
23616,loose,VB,8xxed8
23617,would,MD,8xxed8
23618,thought,VBD,8xxed8
23619,thought,VBD,8xxed8
23620,including,VBG,8xxed8
23621,disconnecting,VBG,8xxed8
23622,disconnecting,VBG,8xxed8
23623,trying,VBG,8xxed8
23624,think,VB,8xxed8
23625,evolve,VB,8xxed8
23626,reflect,VB,8xxed8
23627,seen,VBN,8xxed8
23628,seen,VBN,8xxed8
23629,become,VBN,8xxed8
23630,become,VBN,8xxed8
23631,become,VBN,8xxed8
23632,TORN,VBN,8xxed8
23633,falling,VBG,8xxed8
23634,approved,VBN,8xxed8
23635,Seeing,VBG,8xxed8
23636,made,VBN,8xxed8
23637,happening,VBG,8xxed8
23638,happening,VBG,8xxed8
23639,shifted,VBN,8xxed8
23640,felt,VBN,8xxed8
23641,felt,VBN,8xxed8
23642,Losing,VBG,8xxed8
23643,would,MD,8xxed8
23644,hurt,VB,8xxed8
23645,destroy,VB,8xxed8
23646,trying,VBG,8xxed8
23647,trying,VBG,8xxed8
23648,monetize,VB,8xxed8
23649,make,VB,8xxed8
23650,could,MD,8xxed8
23651,undo,VB,8xxed8
23652,undo,VB,8xxed8
23653,Thank,VBP,8xxed8
23654,read,VBN,8xxed8
23655,read,VBN,8xxed8
23656,wondering,VBG,8xxed8
23657,wondering,VBG,8xxed8
23658,stood,VBN,8xxed8
23659,stood,VBN,8xxed8
23660,loose,VB,8xxed8
23661,talking,VBG,8xxed8
23662,handle,VB,8xxed8
23663,handle,VB,8xxed8
23664,can,MD,8xxed8
23665,prepare,VB,8xxed8
23666,prepare,VB,8xxed8
23667,get,VBP,8xxed8
23668,caught,VBN,8xxed8
23669,talk,VBP,8xxed8
23670,talk,VBP,8xxed8
23671,could,MD,8xxed8
23672,lose,VB,8xxed8
23673,lose,VB,8xxed8
23674,destroyed,VBN,8xxed8
23675,can,MD,8xxed8
23676,prepare,VB,8xxed8
23677,prepare,VB,8xxed8
23678,happens,VBZ,8xxed8
23679,happens,VBZ,8xxed8
23680,learned,VBD,8xxjea
23681,learned,VBD,8xxjea
23682,reflects,VBZ,8xxjea
23683,reflects,VBZ,8xxjea
23684,having,VBG,8xxjea
23685,having,VBG,8xxjea
23686,leaned,VBD,8xxjea
23687,leaned,VBD,8xxjea
23688,left,VBN,8xxjea
23689,steeped,VBN,8xxjea
23690,written,VBN,8xxjea
23691,written,VBN,8xxjea
23692,know,VBP,8xxjea
23693,know,VBP,8xxjea
23694,stand,VBP,8xxjea
23695,stand,VBP,8xxjea
23696,loose,VB,8xxjea
23697,would,MD,8xxjea
23698,thought,VBD,8xxjea
23699,thought,VBD,8xxjea
23700,including,VBG,8xxjea
23701,disconnecting,VBG,8xxjea
23702,disconnecting,VBG,8xxjea
23703,trying,VBG,8xxjea
23704,think,VB,8xxjea
23705,evolve,VB,8xxjea
23706,reflect,VB,8xxjea
23707,seen,VBN,8xxjea
23708,seen,VBN,8xxjea
23709,become,VBN,8xxjea
23710,become,VBN,8xxjea
23711,become,VBN,8xxjea
23712,TORN,VBN,8xxjea
23713,falling,VBG,8xxjea
23714,approved,VBN,8xxjea
23715,Seeing,VBG,8xxjea
23716,made,VBN,8xxjea
23717,happening,VBG,8xxjea
23718,happening,VBG,8xxjea
23719,shifted,VBN,8xxjea
23720,felt,VBN,8xxjea
23721,felt,VBN,8xxjea
23722,Losing,VBG,8xxjea
23723,would,MD,8xxjea
23724,hurt,VB,8xxjea
23725,destroy,VB,8xxjea
23726,trying,VBG,8xxjea
23727,trying,VBG,8xxjea
23728,monetize,VB,8xxjea
23729,make,VB,8xxjea
23730,could,MD,8xxjea
23731,undo,VB,8xxjea
23732,undo,VB,8xxjea
23733,Thank,VBP,8xxjea
23734,read,VBN,8xxjea
23735,read,VBN,8xxjea
23736,wondering,VBG,8xxjea
23737,wondering,VBG,8xxjea
23738,stood,VBN,8xxjea
23739,stood,VBN,8xxjea
23740,loose,VB,8xxjea
23741,talking,VBG,8xxjea
23742,handle,VB,8xxjea
23743,handle,VB,8xxjea
23744,can,MD,8xxjea
23745,prepare,VB,8xxjea
23746,prepare,VB,8xxjea
23747,get,VBP,8xxjea
23748,caught,VBN,8xxjea
23749,talk,VBP,8xxjea
23750,talk,VBP,8xxjea
23751,could,MD,8xxjea
23752,lose,VB,8xxjea
23753,lose,VB,8xxjea
23754,destroyed,VBN,8xxjea
23755,can,MD,8xxjea
23756,prepare,VB,8xxjea
23757,prepare,VB,8xxjea
